unique_id,timestamp,y_pred,y_proba,query,model_version,runtime
d46e71f7-bc50-4bbb-b9b6-8a4e56e10c52,1618094664.7576323,0.0,None,"[23, 'united_states', 18, 'aavail_premium']",0.1,000:15:10
55913e96-ad7f-47d9-abf0-901c7f1ecd5a,1618094664.759632,1.0,None,"[18, 'singapore', 17, 'aavail_premium']",0.1,000:15:10
e0c9b932-1576-40a3-a955-dbff0844ba64,1618094664.7616334,0.0,None,"[25, 'united_states', 12, 'aavail_premium']",0.1,000:15:10
614e99cd-e939-40fd-b0dc-5a7af0ed50da,1618094664.7636356,0.0,None,"[22, 'united_states', 16, 'aavail_unlimited']",0.1,000:15:10
b257eaba-4e3a-4031-b185-98411b034728,1618094664.7656322,0.0,None,"[25, 'united_states', 17, 'aavail_unlimited']",0.1,000:15:10
48984997-45c6-4456-80bc-58f45988c841,1618094664.7676325,0.0,None,"[41, 'united_states', 18, 'aavail_basic']",0.1,000:15:10
8c75580f-eef9-46f4-9ae4-b4dafabfa9e7,1618094664.7696342,0.0,None,"[47, 'united_states', 20, 'aavail_premium']",0.1,000:15:10
5c48de78-f333-4a10-8044-8d34725c403b,1618094664.7716327,0.0,None,"[18, 'singapore', 17, 'aavail_basic']",0.1,000:15:10
4362c66a-afda-4396-9f1f-8ded4f836ce1,1618094664.7736359,0.0,None,"[29, 'united_states', 6, 'aavail_basic']",0.1,000:15:10
aa00d5a8-db78-4f87-9c46-49cda5fcb3f6,1618094664.7756333,1.0,None,"[42, 'singapore', 13, 'aavail_premium']",0.1,000:15:10
d1c90443-4090-4ae1-893c-7c6670c7e9a8,1618094664.7786324,0.0,None,"[22, 'united_states', 20, 'aavail_premium']",0.1,000:15:10
90c03236-db63-42ad-8c3e-afefc94624aa,1618094664.780634,0.0,None,"[24, 'united_states', 18, 'aavail_basic']",0.1,000:15:10
3d23e183-0f85-461e-8b06-7002ae1d5cf9,1618094664.7816334,1.0,None,"[25, 'singapore', 12, 'aavail_unlimited']",0.1,000:15:10
49cbf4d7-690a-4bee-b7c7-7d6cc7f58c00,1618094664.7846322,0.0,None,"[20, 'united_states', 20, 'aavail_premium']",0.1,000:15:10
8eb2fe73-b216-4f37-a6cd-a6afc50d4c47,1618094664.7866323,0.0,None,"[23, 'united_states', 22, 'aavail_premium']",0.1,000:15:10
a912b66e-a3c4-4cc0-b66a-23b0c07fe644,1618094664.791633,0.0,None,"[20, 'united_states', 19, 'aavail_basic']",0.1,000:15:10
a1d0cfd2-e459-4fd1-8207-0c9a787ad55b,1618094664.7936327,0.0,None,"[44, 'united_states', 17, 'aavail_basic']",0.1,000:15:10
341f99ae-031f-4e23-9899-a1fb399c2c39,1618094664.7956343,0.0,None,"[22, 'united_states', 18, 'aavail_basic']",0.1,000:15:10
580b7001-bf29-48e4-9b24-5646d353db63,1618094664.7976327,0.0,None,"[19, 'united_states', 19, 'aavail_premium']",0.1,000:15:10
