customer_id,subscription_stopped,sentiments,month
11,0,,Jun
11,0,,Jul
11,0,,Jul
11,0,,Jul
11,0,,Jul
11,0,,Jul
11,0,,Jul
11,0,,Aug
11,0,,Aug
11,0,,Aug
11,0,,Aug
12,0,,Sept
14,0,,Jan
14,0,,Jan
14,0,,Jan
16,0,,Aug
16,0,,Aug
16,0,,Aug
16,0,,Sept
16,0,,Sept
18,0,,May
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jun
18,0,,Jul
18,0,,Jul
18,0,,Jul
18,0,0.0,Aug
18,1,0.0,Aug
20,0,,Aug
20,0,,Sept
20,0,,Sept
20,0,,Sept
20,0,,Sept
21,0,,Aug
21,0,,Sept
21,0,,Sept
21,0,,Sept
21,1,0.0,Sept
22,0,,Jan
22,0,,Jan
22,0,,Jan
22,0,,Jan
22,0,,Feb
22,0,,Feb
22,0,,Feb
22,0,,Feb
22,0,,Feb
22,0,,Feb
22,0,,Feb
22,0,,Mar
22,0,,Mar
22,0,,Apr
22,0,,Apr
22,0,,Apr
22,0,,Apr
22,0,0.0,Apr
22,1,,Apr
23,0,,Jan
23,0,,Jan
23,0,,Jan
23,0,1.0,Jan
23,0,,Jan
23,0,,Jan
24,0,,Jul
24,0,,Jul
24,0,,Jul
24,0,,Jul
24,0,,Jul
24,0,,Jul
24,0,,Jul
24,0,,Jul
24,0,0.0,Jul
24,0,0.0,Jul
24,0,,Aug
24,0,,Aug
24,0,,Aug
24,1,,Sept
25,0,,Jun
25,0,,Jun
25,0,,Jun
25,0,,Jul
25,0,,Jul
25,0,,Aug
25,0,,Aug
25,0,,Aug
25,0,1.0,Aug
25,0,,Aug
25,0,,Aug
25,0,,Aug
25,0,,Aug
25,0,,Aug
25,0,,Aug
28,0,,Jul
28,0,,Jul
28,0,,Jul
28,0,,Jul
28,0,,Jul
28,0,1.0,Jul
28,0,,Jul
28,0,1.0,Aug
28,0,,Aug
28,0,1.0,Aug
28,0,,Aug
28,0,,Aug
28,0,,Aug
28,0,,Sept
29,0,,Jan
29,0,,Feb
29,0,,Feb
29,0,,Feb
29,0,,Feb
29,0,,Feb
29,0,1.0,Feb
29,0,,Feb
29,0,,Feb
29,0,,Mar
29,0,,Mar
29,0,,Mar
29,0,,Mar
29,0,1.0,Mar
29,0,,Apr
29,0,1.0,Apr
29,0,,Apr
29,0,,Apr
30,0,,Jan
30,0,,Jan
30,0,,Jan
30,0,,Jan
30,0,,Jan
30,0,,Feb
30,0,,Feb
30,0,,Feb
30,0,,Feb
30,0,,Feb
31,0,,Apr
31,0,,Apr
31,0,,Apr
31,0,,Apr
31,0,,May
31,0,,May
31,0,,May
31,0,,May
31,0,,May
31,0,,Jun
31,0,,Jul
31,0,,Jul
31,0,1.0,Jul
31,0,1.0,Aug
31,0,,Aug
31,0,,Aug
31,0,,Aug
31,0,,Aug
31,0,,Aug
31,0,,Aug
32,0,,Mar
32,0,,Mar
32,0,,Mar
32,0,,Mar
32,0,,Apr
32,0,,Apr
32,0,,Apr
32,0,,Apr
32,0,,Apr
32,0,,May
32,0,,May
32,0,,May
32,0,0.0,May
32,0,,May
32,0,,Jun
32,0,,Jun
32,0,,Jun
32,0,,Jul
32,0,,Jul
32,0,,Aug
32,0,,Aug
32,0,,Aug
32,0,0.0,Aug
32,0,,Aug
32,0,0.0,Sept
32,1,,Sept
33,0,,Jan
33,0,,Jan
34,0,,Jun
34,0,,Jun
34,0,,Jun
34,0,,Jun
34,0,,Jun
34,0,,Jun
34,0,,Jun
34,0,,Jul
34,1,,Jul
35,0,,Feb
35,0,,Feb
35,0,,Feb
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,0,,Mar
35,1,,Apr
36,0,,Jan
36,0,,Feb
36,0,,Mar
36,0,,Mar
36,0,,Mar
36,0,,Mar
36,0,,Mar
36,0,,Mar
36,0,,Mar
36,0,,Apr
36,0,,Apr
36,0,,Apr
36,0,,Apr
36,0,,Apr
36,0,,Apr
36,0,,Apr
36,0,,Apr
36,0,,May
36,0,,May
36,0,,Jun
36,0,,Jun
36,0,,Jun
36,0,,Jun
36,0,,Jun
36,0,,Jul
36,1,0.0,Jul
37,0,,Mar
37,0,,Mar
37,0,,Mar
37,0,,Mar
37,0,,Mar
37,0,,Apr
37,0,,Apr
37,0,,May
37,0,,May
37,0,,May
37,0,,May
37,0,,May
37,0,,Jun
37,0,,Jun
37,0,,Jul
37,0,,Jul
37,0,,Jul
37,0,,Jul
37,0,,Jul
37,0,,Jul
37,0,,Jul
37,0,,Jul
37,0,,Jul
38,0,,Jun
38,0,,Jun
38,0,,Jun
38,0,1.0,Jun
38,0,,Jun
38,0,,Jul
38,0,1.0,Jul
38,0,,Jul
38,0,,Jul
38,0,,Jul
38,0,,Jul
38,0,,Aug
38,0,1.0,Aug
38,0,,Aug
38,0,,Aug
38,0,1.0,Aug
38,0,,Aug
38,0,,Aug
38,0,,Aug
38,0,,Aug
38,0,,Sept
39,0,,May
39,0,,May
39,0,,May
39,0,,Jun
39,0,,Jun
39,0,,Jun
39,0,,Jun
39,0,,Jun
39,0,,Jun
39,0,,Jun
39,0,,Jul
39,0,,Jul
39,0,,Jul
39,0,,Jul
39,0,,Jul
39,0,,Jul
39,0,,Aug
39,0,,Aug
39,0,,Aug
39,1,,Aug
40,0,1.0,Sept
40,0,,Sept
40,0,,Sept
40,0,,Sept
40,0,,Sept
40,0,,Sept
42,0,,May
42,0,,May
42,0,,Jun
42,0,,Jun
42,0,,Jun
42,0,,Jun
42,0,,Jun
42,0,,Jun
42,0,,Jun
42,0,,Jun
42,0,,Jul
42,0,,Jul
42,0,,Jul
42,0,,Aug
42,0,1.0,Aug
42,0,,Aug
42,0,,Aug
42,0,,Aug
42,0,,Aug
42,0,,Aug
42,1,,Aug
44,0,,Jan
44,0,,Jan
44,0,1.0,Jan
44,0,,Feb
44,0,1.0,Feb
44,0,,Apr
44,0,,Apr
44,0,,Apr
44,0,1.0,Apr
44,0,,Apr
44,0,,Apr
44,0,,Apr
44,0,,Apr
44,0,,Apr
44,0,,May
44,0,,May
44,0,,May
44,0,,Jun
44,0,,Jun
44,0,0.0,Jun
44,0,,Jun
44,0,,Jun
44,0,1.0,Jun
45,0,,Aug
45,0,,Aug
45,0,,Aug
45,0,,Aug
45,0,,Aug
45,0,,Aug
45,0,,Sept
46,0,,Jul
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Aug
46,0,,Sept
47,0,,Aug
47,0,,Aug
47,0,,Sept
47,0,,Sept
47,0,,Sept
50,0,,Aug
50,0,,Aug
50,0,,Aug
50,0,,Aug
50,0,,Aug
50,0,,Aug
50,0,,Aug
50,0,,Aug
50,0,,Aug
50,0,,Aug
52,0,,Jan
52,0,,Jan
52,0,,Jan
52,0,,Jan
52,0,,Jan
52,0,,Jan
52,0,,Jan
52,0,,Jan
52,0,1.0,Feb
52,0,1.0,Feb
52,0,,Feb
52,0,1.0,Feb
52,0,1.0,Feb
52,0,,Feb
53,0,,Jan
53,0,,Jan
53,0,,Jan
53,0,,Jan
53,0,,Feb
53,0,,Feb
53,0,,Feb
53,0,,Feb
53,0,,Feb
53,0,,Feb
53,0,,Feb
53,0,,Feb
53,1,,Mar
59,0,,Aug
59,0,,Aug
59,0,,Aug
59,0,,Aug
59,0,,Aug
59,0,,Sept
61,0,,May
61,0,0.0,May
61,0,,May
61,0,,Jun
61,0,,Jun
61,0,,Jun
61,0,,Jul
61,0,,Jul
61,0,,Jul
61,0,1.0,Jul
61,0,,Jul
61,0,,Jul
61,0,,Aug
61,0,,Aug
61,0,,Aug
61,0,,Aug
61,0,,Aug
61,0,,Aug
61,1,0.0,Aug
62,0,,Jun
62,0,,Jun
62,0,,Jun
62,0,,Jun
62,0,,Jul
62,0,,Jul
62,0,,Jul
62,0,,Jul
62,0,,Jul
62,0,,Jul
62,0,1.0,Jul
62,0,,Aug
62,0,,Aug
62,0,,Aug
62,0,,Aug
62,0,,Aug
65,0,,Aug
65,0,,Aug
65,0,,Aug
65,0,,Aug
65,0,,Aug
65,0,,Aug
65,0,,Aug
65,0,,Sept
69,0,,Mar
69,0,,Mar
69,0,,Mar
69,0,,Mar
69,0,,Apr
69,0,,Apr
69,0,,Apr
69,0,,Apr
69,0,,Apr
69,0,,Apr
69,0,,Apr
69,0,,May
69,0,,May
69,0,,May
69,0,,May
69,0,,May
69,0,,May
69,0,,May
69,1,,May
70,0,,Feb
70,0,,Feb
70,0,,Feb
70,0,,Feb
70,0,,Mar
70,0,,Mar
70,0,,Mar
70,0,,Mar
70,0,,Apr
70,0,,Apr
70,0,,Apr
70,0,,Apr
70,0,,Apr
70,0,,Apr
70,0,,Apr
70,0,,Apr
70,0,,May
70,0,,May
70,0,,May
70,0,,May
70,0,,May
70,0,0.0,May
70,1,,Jun
73,0,,Aug
73,0,,Aug
73,0,,Aug
73,0,,Aug
73,0,,Aug
73,0,,Aug
73,0,,Aug
73,0,,Aug
73,0,,Sept
73,0,,Sept
75,0,,Aug
75,0,,Sept
75,0,,Sept
75,0,,Sept
75,0,,Sept
75,0,,Sept
76,0,,Apr
76,0,,Apr
76,0,,Apr
76,0,,Apr
76,0,,May
76,0,,May
76,0,,May
76,0,,May
76,0,,May
76,0,,May
76,0,,May
76,0,,Jun
76,0,,Jun
76,0,,Jun
76,0,,Jun
76,0,,Jun
76,0,,Jun
76,0,,Jun
76,0,,Jul
76,0,,Jul
76,0,,Jul
76,0,,Jul
78,0,,Jul
78,0,,Jul
78,0,,Jul
78,0,,Jul
78,0,,Jul
78,0,,Aug
78,0,,Aug
78,0,,Aug
78,0,,Aug
78,0,,Aug
78,0,,Aug
78,0,,Aug
78,0,,Aug
78,0,,Aug
79,0,,Jun
79,0,,Jul
79,0,,Jul
79,0,,Jul
79,0,,Jul
79,0,,Jul
79,0,,Jul
79,0,,Jul
79,0,,Jul
79,0,,Aug
79,0,,Aug
79,0,,Aug
79,0,,Aug
79,0,,Aug
79,0,,Aug
79,0,,Aug
79,0,,Aug
79,1,,Sept
80,0,,May
80,0,,Jun
80,0,,Jun
80,0,,Jun
80,0,,Jun
80,0,,Jun
80,0,,Jun
80,0,,Jun
80,0,,Jun
80,1,,Jun
81,0,,Feb
81,0,,Feb
81,0,,Feb
81,0,,Feb
81,0,,Feb
81,0,,Feb
81,0,,Feb
81,0,,Mar
81,0,,Mar
81,0,,Mar
81,0,,Mar
81,0,,Mar
81,0,,Apr
81,0,,Apr
81,0,0.0,Apr
81,0,0.0,Apr
81,0,,Apr
81,1,,Apr
82,0,,May
82,0,1.0,May
82,0,,Jun
82,0,,Jun
82,0,,Jun
82,0,,Jun
82,0,,Jun
82,0,,Jun
82,0,,Jun
82,0,1.0,Jun
82,0,,Jun
82,0,,Jul
82,0,,Jul
82,0,1.0,Jul
82,0,,Jul
82,0,,Jul
82,0,,Aug
82,0,,Aug
82,0,,Aug
82,0,,Aug
82,0,,Aug
82,0,,Aug
84,0,,Mar
84,0,,Mar
84,0,,Mar
84,0,,Mar
84,0,,Mar
84,0,,Apr
84,0,,May
84,0,,May
84,0,,May
84,0,1.0,May
84,0,,May
84,0,,Jun
84,0,1.0,Jun
84,0,,Jun
84,0,,Jun
84,0,,Jun
84,0,,Jun
84,0,,Jun
84,0,,Jul
84,0,,Jul
84,0,,Jul
84,0,,Aug
87,0,,Apr
87,0,,Apr
87,0,,Apr
87,0,,Apr
87,0,,Apr
87,0,,Apr
87,0,,May
87,0,,May
87,0,,May
87,0,,May
87,0,,May
87,0,,May
87,0,,Jun
87,1,,Jun
88,0,,Apr
88,0,,Apr
88,0,,Apr
88,0,,Apr
88,0,1.0,Apr
88,0,,May
88,0,1.0,May
88,0,,May
88,0,,May
88,0,,Jun
88,0,,Jun
88,0,,Jun
88,0,,Jul
88,0,,Jul
88,0,,Jul
88,0,,Jul
88,0,,Jul
88,0,,Jul
90,0,,Apr
90,0,,May
90,0,,May
90,0,,Jun
90,0,,Jun
90,0,,Jun
90,0,,Jun
90,0,,Jun
90,0,1.0,Jun
90,0,,Jul
90,0,,Jul
90,0,,Jul
90,0,,Jul
90,0,1.0,Jul
90,0,,Jul
90,0,,Jul
90,0,,Jul
90,0,,Jul
90,0,,Jul
90,0,,Jul
91,0,,Feb
91,0,,Feb
91,0,,Feb
91,0,,Feb
91,0,,Mar
91,0,,Mar
91,0,,Mar
91,0,,Mar
91,0,,Mar
91,0,,Mar
91,0,,Mar
91,0,,Apr
91,0,,Apr
91,0,,Apr
91,0,,May
91,0,0.0,May
91,0,0.0,May
91,0,1.0,May
91,1,0.0,May
92,0,,Jan
92,0,,Jan
92,0,,Jan
92,0,,Jan
92,0,,Jan
92,0,,Jan
93,0,,May
93,0,,May
93,0,,May
93,0,,Jun
93,0,,Jun
93,0,,Jun
93,0,,Jun
93,0,,Jun
93,0,,Jun
93,0,,Jun
93,0,,Jun
93,0,,Jul
93,0,,Jul
93,0,,Jul
93,0,,Jul
93,0,,Jul
93,0,,Jul
93,0,,Jul
93,0,0.0,Aug
93,1,0.0,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
94,0,,Aug
95,0,,Apr
95,0,,Apr
95,0,,May
95,0,,May
95,0,,May
95,0,,May
95,0,1.0,May
95,0,,May
95,0,,May
95,0,,May
95,0,,Jun
95,0,,Jun
95,0,,Jun
95,0,,Jun
95,0,1.0,Jun
95,0,,Jun
95,0,,Jul
95,0,,Jul
95,0,,Jul
95,0,1.0,Jul
95,0,1.0,Jul
96,0,,Jun
96,0,,Jul
96,0,,Jul
96,0,,Jul
96,0,,Jul
96,0,,Jul
96,0,,Jul
96,0,1.0,Jul
96,0,,Jul
96,0,,Jul
96,0,,Jul
96,0,,Jul
96,0,,Jul
96,0,,Aug
96,0,,Aug
96,0,,Aug
96,0,,Aug
96,0,,Aug
97,0,,May
97,0,,May
97,0,,May
97,0,,May
97,0,,May
97,0,,Jun
97,0,,Jun
97,0,,Jun
97,0,,Jun
97,0,,Jun
97,0,,Jun
97,0,,Jun
97,0,,Jun
98,0,,Jan
98,0,,Jan
98,0,,Jan
98,0,,Jan
98,0,,Jan
98,0,,Feb
98,0,,Feb
98,0,,Feb
98,0,,Feb
98,0,,Feb
98,0,,Mar
98,0,,Mar
98,0,,Mar
98,0,,Apr
98,0,,Apr
98,0,,Apr
98,0,,Apr
98,1,,Apr
99,0,,Jan
99,0,,Feb
99,0,,Feb
99,0,,Feb
99,0,,Mar
99,0,,Mar
99,0,,Mar
99,0,,Mar
99,0,,Mar
99,0,,Mar
99,0,,Apr
99,0,,Apr
99,0,,Apr
99,0,,Apr
99,0,,Apr
99,0,,Apr
99,0,,Apr
99,0,,Apr
99,0,,Apr
99,0,,May
99,0,,May
99,0,,May
100,0,,Jan
100,0,,Feb
100,0,,Feb
100,0,,Feb
100,0,,Feb
100,0,,Feb
100,0,,Mar
100,0,,Mar
100,0,,Mar
100,0,,Mar
100,0,,Mar
100,0,,Mar
100,0,,Apr
100,0,,Apr
100,0,,Apr
100,0,,Apr
100,1,,Apr
101,0,,Jan
101,0,,Jan
101,0,,Jan
101,0,,Jan
101,0,,Jan
101,0,,Jan
101,0,,Feb
101,0,,Feb
101,0,,Feb
101,0,,Mar
101,0,,Mar
101,0,,Mar
101,0,,Mar
101,0,,Mar
101,0,,Mar
101,0,,Apr
101,0,,Apr
101,0,,May
101,0,,May
101,0,,May
101,0,,May
102,0,,Mar
102,0,,Mar
102,0,,Mar
102,0,,Apr
102,0,,Apr
102,0,,Apr
102,0,,May
102,0,,May
102,0,,May
102,0,,May
102,0,,May
102,0,,Jun
102,0,,Jun
102,0,,Jun
102,0,,Jun
102,0,,Jun
102,0,,Jun
102,0,,Jun
102,0,,Jun
102,0,,Jul
102,0,,Jul
102,0,,Jul
102,0,,Jul
103,0,,Jan
103,0,,Jan
103,0,,Jan
105,0,,Aug
105,0,,Aug
105,0,,Aug
105,0,,Aug
105,0,,Sept
106,0,1.0,Feb
106,0,0.0,Feb
106,0,,Feb
106,0,1.0,Feb
106,0,,Mar
106,0,,Mar
106,0,,Mar
106,0,,Apr
106,0,,Apr
106,0,,May
106,0,,May
106,0,,May
106,0,,May
106,0,,May
106,0,,May
106,0,,May
106,0,,Jun
106,0,,Jun
106,0,,Jun
106,0,,Jun
106,0,,Jul
106,0,,Jul
106,0,,Jul
107,0,,Mar
107,0,,Apr
107,0,,Apr
107,0,,Apr
107,0,,Apr
107,0,,May
107,0,,May
107,0,,May
107,0,,May
107,0,,May
107,0,,Jun
107,0,,Jun
107,0,,Jun
107,0,,Jun
107,0,,Jun
107,0,,Jun
107,0,,Jun
107,0,,Jul
107,0,,Jul
107,0,,Jul
107,0,,Jul
107,0,,Jul
108,0,,Jul
108,0,,Jul
108,0,,Jul
108,0,,Jul
108,0,,Aug
108,0,,Aug
108,0,,Aug
108,0,1.0,Aug
108,0,,Aug
108,0,,Aug
111,0,,Jan
111,0,,Jan
111,0,1.0,Feb
111,0,,Feb
111,0,,Feb
111,0,,Feb
111,0,1.0,Feb
111,0,,Feb
111,0,,Feb
111,0,,Feb
111,0,,Mar
111,0,,Mar
111,0,,Mar
111,0,,Mar
111,0,,Mar
111,0,1.0,Apr
111,0,,Apr
111,0,,Apr
111,0,,Apr
111,0,,Apr
111,0,,Apr
111,0,,May
112,0,,Apr
112,0,,Apr
112,0,,Apr
112,0,,Apr
112,0,,Apr
112,0,,Apr
112,0,,May
112,0,,May
112,0,,May
112,0,,May
112,0,1.0,May
112,0,,May
112,0,,Jun
112,0,,Jun
112,0,,Jun
112,0,,Jun
112,0,,Jul
112,0,,Jul
112,0,,Jul
113,0,,Mar
113,0,,Mar
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,Apr
113,0,,May
113,0,0.0,May
113,0,,May
113,0,,Jun
113,0,,Jun
113,0,,Jun
113,0,,Jun
113,0,,Jun
113,0,,Jun
113,0,,Jul
113,0,,Jul
113,0,,Aug
113,1,0.0,Aug
115,0,,Apr
115,0,,Apr
115,0,,Apr
115,0,,May
115,0,,May
115,0,,May
115,0,,May
115,0,,May
115,0,,May
115,0,,May
115,0,1.0,May
115,0,,May
115,0,,Jun
115,0,,Jun
115,0,,Jun
115,0,,Jun
115,0,,Jun
115,0,,Jul
116,0,,Feb
116,0,,Feb
116,0,,Feb
116,0,,Feb
116,0,,Mar
116,0,,Mar
116,0,,Mar
116,0,,Mar
116,0,,Mar
116,0,,Mar
116,0,,Apr
116,0,,Apr
116,0,,Apr
116,0,,Apr
116,0,,May
116,0,,May
116,0,0.0,May
116,1,,May
117,0,,Feb
117,0,,Feb
117,0,,Feb
117,0,,Feb
117,0,,Feb
117,0,,Mar
117,0,,Mar
117,0,,Mar
117,0,,Mar
117,0,,Apr
117,0,,Apr
117,0,,Apr
117,0,,Apr
117,0,,Apr
117,0,,Apr
117,1,,Apr
118,0,,Apr
118,0,,Apr
118,0,,Apr
118,0,,Apr
118,0,,Apr
118,0,,Apr
118,0,,May
118,0,,May
118,0,,May
118,0,,May
118,0,,May
118,0,,May
118,0,,May
118,0,,May
118,0,,Jun
118,0,,Jun
118,0,,Jun
118,0,,Jun
118,0,,Jul
118,0,,Jul
118,0,,Jul
118,0,,Jul
118,0,,Jul
118,1,,Aug
119,0,,Jul
119,0,,Jul
119,0,,Jul
119,0,,Jul
119,0,,Jul
119,0,,Jul
119,0,,Jul
119,0,,Jul
119,0,,Jul
119,0,,Aug
119,0,,Aug
119,0,,Aug
119,0,,Aug
119,0,,Aug
119,0,,Aug
119,0,,Aug
119,0,,Aug
119,0,,Aug
120,0,,Jul
120,0,,Jul
120,0,,Jul
120,0,,Jul
120,0,,Jul
120,0,,Jul
120,0,,Jul
120,0,,Aug
120,0,,Aug
120,0,,Aug
120,0,,Aug
120,1,,Aug
121,0,,Mar
121,0,,Apr
121,0,,Apr
121,0,,Apr
121,0,,Apr
121,0,,Apr
121,0,,May
121,0,,May
121,0,,May
121,0,,May
121,0,,May
121,0,,May
121,0,0.0,May
121,0,,May
121,1,0.0,May
124,0,,May
124,0,,Jun
124,0,,Jun
124,0,,Jun
124,0,,Jun
124,0,,Jun
124,0,,Jun
124,0,,Jun
124,0,,Jun
124,0,,Jun
124,0,1.0,Jun
124,0,,Jul
124,0,,Jul
125,0,,Jun
125,0,,Jun
125,0,,Jun
125,0,,Jul
125,0,,Jul
125,0,,Jul
125,0,,Jul
125,0,,Aug
125,0,0.0,Aug
125,0,,Aug
125,0,,Aug
125,0,,Aug
125,0,,Aug
125,0,,Aug
125,0,,Sept
125,1,,Sept
127,0,,Jul
127,0,,Jul
127,0,,Jul
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Aug
127,0,,Sept
127,0,,Sept
129,0,,Feb
129,0,,Feb
129,0,,Feb
129,0,,Mar
129,0,,Mar
129,0,,Mar
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,Apr
129,0,,May
129,0,,May
129,0,,May
129,0,,May
129,0,,Jun
129,0,,Jul
129,0,,Aug
129,0,,Aug
129,0,,Aug
129,0,,Aug
129,0,,Aug
129,0,,Sept
129,1,,Sept
130,0,,Jun
130,0,1.0,Jun
130,0,,Jul
130,0,,Jul
130,0,,Jul
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
130,0,,Aug
133,0,,Jan
133,0,,Jan
133,0,,Jan
133,0,0.0,Jan
133,0,1.0,Jan
133,0,,Feb
133,1,,Feb
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Aug
134,0,,Sept
135,0,,Jan
135,0,,Jan
135,0,,Jan
135,0,,Jan
135,0,0.0,Jan
135,0,,Jan
135,0,,Jan
137,0,,Jun
137,0,,Jun
137,0,,Jun
137,0,,Jun
137,0,,Jun
137,0,,Jul
137,0,,Jul
137,0,,Jul
137,0,,Jul
137,0,,Jul
137,0,,Aug
137,0,,Aug
137,0,,Aug
137,0,,Aug
137,0,,Aug
137,1,,Aug
138,0,,Jan
138,0,,Jan
138,0,1.0,Jan
138,0,,Jan
138,0,,Feb
138,0,,Feb
138,0,,Feb
138,0,,Feb
138,0,1.0,Feb
138,0,,Mar
138,0,,Mar
138,0,1.0,Mar
138,0,1.0,Mar
138,0,,Apr
138,0,,Apr
138,0,,Apr
138,0,,Apr
138,0,,Apr
138,0,,Apr
138,0,,May
138,0,,May
138,0,0.0,May
140,0,,Mar
140,0,,Mar
140,0,,Mar
140,0,,Mar
140,0,,Mar
140,0,,Mar
140,0,,Mar
140,0,,Mar
140,0,,Apr
140,0,,Apr
140,0,,Apr
140,0,,Apr
140,0,,Apr
140,0,,May
140,0,,May
140,0,,May
140,0,,May
140,0,,May
140,0,,Jun
141,0,,Jun
141,0,,Jun
141,0,,Jun
141,0,,Jun
141,0,,Jul
141,0,,Jul
141,0,,Jul
141,0,,Jul
141,0,,Jul
141,0,,Jul
141,0,,Aug
141,0,,Aug
141,0,,Aug
141,0,,Aug
141,1,0.0,Aug
144,0,,Jan
144,0,,Jan
144,0,,Jan
144,0,,Jan
144,0,,Feb
144,0,,Feb
144,0,,Feb
144,0,,Feb
144,0,,Mar
144,0,,Mar
144,0,,Mar
146,0,,Apr
146,0,,Apr
146,0,,Apr
146,0,,Apr
146,0,,Apr
146,0,,Apr
146,0,,May
146,0,1.0,May
146,0,,May
146,0,,May
146,0,1.0,Jun
146,0,,Jun
146,0,,Jun
146,0,,Jun
146,0,1.0,Jun
146,0,,Jun
146,0,,Jun
150,0,,Apr
150,0,,Apr
150,0,,May
150,0,,May
150,0,,May
150,0,,May
150,0,,May
150,0,,May
150,0,,May
150,0,,Jun
150,0,,Jun
150,0,,Jun
150,0,,Jun
150,0,,Jun
150,0,,Jul
