review,label
"b'plot : a big-time momma\'s boy can\'t seem to leave his mother\'s crib and make good on the babies that he himself has produced in the world . \nhe visits his kids ( and their mommas ) every now and then , but his main goal in life is . . . well , he doesn\'t have any goals . \nthen one day , his mother gets an ex-gangsta boyfriend and suddenly he isn\'t as welcome anymore in his own house . \nit isn\'t long after that , that his girlfriends start realizing what a jerk he really is and well . . . it\'s \neither time to grow up or bow down ! \ncritique : first things first ! \nthis movie ain\'t about the "" hood "" at all , it\'s an intelligent film about love , relationships , family , friendship , maturity and growing up . \ndo not avoid this film because you think it\'s about gangbangers and stuff , because it isn\'t at all . \nit\'s about you , it\'s about me , it\'s about your girlfriend , your mother , your problems and your inability to face up to your responsibilities and to , well . . . grow \nup ! \nthis is an extremely well-written film , with some of the most developed characters that i\'ve seen on the screen all year , with superb acting performances to match . \ngranted , the film does start a little slow ( and go a little long ) , but hang in there , because once you appreciate and get to know all of its characters , you will be glad that you did . \nthis isn\'t a kid\'s movie . \nthis is about the step that you need to take in order to pass into full "" adulthood "" and some might not appreciate the grander theme behind that step . \ni certainly did , because i too passed , and am passing , through many of these very same things right now ( yeah , yeah , i still live with my momma ! ! ) and related to a lot of the events that went down in this flick ( oh yeah , and for the record , i\'m not black but that made absolutely zero difference in this case ) . \nbut that\'s not even half the story . \nyou see , the film is damn funny , too . . . and \ni mean , damn funny ! \ni was crackin\' up at almost every other scene , and they weren\'t "" set-up jokes "" like your typical comedies either , just day-to-day things that we could all relate to ( like the scene in which ving rhames is "" drinking koolaid "" in the kitchen and his infamously improvised "" african squat f * * k "" scene , which you just gotta see to believe ! ) \nand there are the performances , too . \nving rhames , now here\'s a man who has already established an early lead in the race for best supporting actor at the end of this year . \ndamn dude , you scared the shit outta me ! \ntyrese gibson , i have no idea where this guy came from ( an r&b singer and mtv vj , you say . . . hmmmm ? ) , but other than his uncanny resemblance to taye diggs , he nailed this part to the tee . \nfrom scene one on , i was glued to his performance and sympathized with his character as he molded and shaped himself into the person that he hoped to become one day . \nand everyone else , too . \ngibson\'s girlfriend in the film , taraji henson , made me a backer with her many subtle touches , all of which helped raise her character several levels above the "" typical "" bitchie girlfriend that we\'ve seen in many of these relationship movies . \nbut that\'s the thing that i liked the most about this movie . \neveryone seemed real , the situations felt authentic , the characters all came across as people like you and me with issues and struggles and hopes and fears . \ni liked this movie a lot because it was masterfully written , wonderfully acted and genuinely entertaining to watch . \nand yeah , i even liked the whole homage to boyz \'n the hood that singleton pulled off in the end ( he called this movie a "" companion piece "" to that film ) . \na very solid follow-up to an ever greater original , baby boy is a film to be seen by anyone who feels like they never wanna grow up . \nnote : the guy who plays jody\'s best friend in this movie is omar gooding , cuba gooding jr . \'s younger brother ( cuba starred in 1991\'s boyz \'n the hood ) . \nwhere\'s joblo coming from ? \nthe best man ( 8/10 ) - brothers ( 5/10 ) - shaft ( 7/10 ) - summer of sam ( 7/10 ) - what\'s cooking ( 7/10 ) \n'",1
"b'the 1990s produced two brilliant science fiction films . \none was _gattaca_ . \nthe other was _the thirteenth floor_ . \njust as _gattaca_ was overshadowed by the mighty _titanic_ , _the thirteenth floor_ was relegated to obscurity by _the matrix_ . \nhowever , _the thirteeth floor_ , though it deals with similar themes , is a much better movie than the frenetic , childish and improbable _matrix_ . \na cutting edge computer scientist , hannon fuller ( played by the charming armin mueller-stahl ) , is murdered . \nhis associate , douglas hall , ( craig bierko ) apparently framed and suspected by the police , enters into the simulated world they have created in order to unravel the mystery . \nalong the way a beautiful blonde ( gretchen mol ) , more bodies , and a deepening mystery about simulated worlds complicate the picture . \n_the thirteenth floor_ unfolds slowly and telegraphs its punches , choosing to elicit the more complex emotional response of empathy and anticipation rather than the cheap one of mere surprise . \nthe result is a movie that is a failure from two conventional points of view . \nfirst , its plot revelations can be foreseen if one has carefully followed its complex storyline . \nsecond and more seriously , it demands that its audience think and feel . \nno wonder it fell through the cracks . \ndone in film noir style as a murder mystery , this is a relatively deep movie that functions on several levels . \nmany audiences will simply be bewildered by it , rather than engaged , which is a shame , because this movie amply repays a little emotional and intellectual investment . \ni recommend a second viewing simply to get the flavor of the frequent ironic foreshadowing in the opening parts of the movie . \ndespite its philosophical challenges , _the thirteenth floor_ derives its emotional force from the love story between jane fuller ( mol ) and douglas hall ( bierko ) , as well as the close friendship between douglas hall and hannon fuller . \nin that sense it is more akin to _gattaca_ than _the matrix_ , which , for all of its cute philosophical byplay , is an adolescent movie with no emotional depth whatsoever . \nthe moment when jane fuller confesses her love for douglas hall is at once satisfying , wrenching and intellectually challenging . \nin its final moments the film even takes on itself , when david , jane\'s husband , who has come to enjoy killing , accuses her of being the sick one . \nalthough there is a victory for the leading characters , this resolution suggests a disturbing element of fantasy in jane , and thus a deep-seated character flaw . \nin fact , hannon fuller\'s activities in the simulated world , the behavior of jane\'s husband , and the effects of entering the simulation on douglas hall all hint at similar issues with those characters . \nthis is not a film of good people beset from without by great evil . \nthe tragedy is not in their stars , but in themselves . \nthe major actors , all of whom are required to play two or even three roles , perform extremely well . \nbierko , who will be familiar as the psycho from _the long kiss goodnight_ , is outstanding . \nd\'onofrio as whitney , who plays a pivotal role in support , also turns in a good performance . \nthe lovely gretchen mol , whose elegance , integrity , and determination suggest bergman in _casablanca_ , does a wonderful job . \nher voice , however , lacks the necessary weight at times . \nthis could be because she was given the worst lines in a movie whose major weakness is the script . \nsome minor flaws , hairline cracks in fine porcelain , appear in places . \nthere are one or two instances of jerky editing . \nthe script takes the edge off the film\'s climaxes . \nthe atmosphere becomes too claustrophobic at times ( yet , there is a clue there too ) . \none wonders if even after two decades , _blade runner_ is still casting its long shadow over sci-fi films . \none can see a group of suits in their suite , waving their hands imperiously at directors like the emperor in _amadeus_ : "" make it more like_blade runner_ , you know , dark and rainy . "" \n_the thirteen floor_ is that rare exception among hollywood movies : a , rich , emotionally satisfying , intelligent sci-fi movie . \nand yet , ultimately , it proves the suits right . \nfor when good sci-fi is made , where is the sf community turning out in droves to see it ? \nif we don\'t support great sf , who will ? \n'",1
"b'plot : a rich psychiatrist with a great home life gets his cute daughter kidnapped by some bad guys who want him to extract some information from the mind of one of his nutty patients . \nof course , the patient is not cooperative and the doctor only has a few hours to comply with their demands , before they kill his daughter . \npretty good premise , no ? \ncritique : if you\'re not a fan of movies packed with plot holes , inconsistencies and yes , even more plot holes , heed my words and skip this hollow thriller . \nand i don\'t like saying that either , since this film actually had some potential and started off pretty well . \nsure , the story is basically just an amalgamation of ransom , primal fear and nick of time pureed into one , but the whole "" psychiatrist working against the clock "" thing , actually had me engaged at first . \nbut it\'s at about the halfway mark of this movie , that the bottom drops out and all that we\'re left with are a lot of questions and very few plausible answers . \nwe get the overly smart kid who manages to "" pull one "" over on the bad guys . \nwe get a weak woman with her leg in a cast beating the crap out of a tough bad guy . \nwe get douglas\' character , a new york uppedity psychiatrist , suddenly turning into an action hero , with moves and attitude to boot . \nand what about the film\'s main plot point ? \nwhy would the bad guys still give a crap about this thing after 10 years , and even more so , why would they only give the shrink until the day\'s end to do his part ? \n ( you waited 10 years , what\'s another few days ? - or why not set up another heist instead ? ) . \ni\'ll tell you why , it\'s because we wouldn\'t have a ( bad ) movie otherwise , that\'s why ! \nand many , many more . \nugh , whatever the case , it was just about the time that douglas\' character suddenly removed murphy\'s character from the mental home ( and how come she went with him so nicely ? \ni thought she didn\'t trust him ) , that i turned to my buddy and asked when the movie had turned into a joke . \nand a few bogus chase and action sequences later , we were left with a long-winded ending that did little to answer any other questions i might\'ve still had , and actually brought up even more contradictions . \nbadly put together , this movie features some decent acting , some nice cinematography and an initially interesting premise , but loses it all in a haze of plot miscues which ultimately leave you with little care for anyone . \nin fact , if it wasn\'t for brittany murphy\'s excellent portrayal of a traumatized teen , jennifer esposito\'s embarrassing performance as a police woman ( yeah , right ! \nwatching her delivering lines was the funniest part of this flick- but it wasn\'t supposed to be ) and michael douglas\' cool "" regular guy "" part , there would be little reason to remain seated until the end of this picture . \nincidentally , can anyone please give me one good reason why esposito\'s character was in this movie in the first place ? \nshe was completely superfluous . \nand on top of all that , by the end of this flick , the director seems to have realized how dumb the audience must be to have bought most of the garbage that he\'d been shoveling out for the hour and a half prior , and decides to add insult to injury by flashing back to an earlier character\'s death when one of the bad guys dies , just so we know ( as an audience ) , that the two are interrelated somehow . \nooooh , thanks , mr . fleder . . . i \nappreciate the spoon-feeding , dude . . . yum , \nyum . . . but \nhow about explaining every other plot point in your film that made no sense ? \nwhatever . \neither way , i don\'t give a rat\'s ass because this movie is a dog and that\'s unfortunate because it actually did have some good points going for it . \nsee it if you like dumb thrillers . \nincidentally , if you appreciated along came a spider , you will likely enjoy this film as well . \nthey both start off with interesting premises , only to toss all logic and sense out the window about halfway through . \nwhere\'s joblo coming from ? \nalong came a spider ( 4/10 ) - girl , interrupted ( 5/10 ) - kiss the girls ( 7/10 ) - primal fear ( 7/10 ) -- seven ( 10/10 ) \n'",0
"b'how many of us would become strippers ? \nfor those of us who wouldn\'t , is it a moral reason , or purely a lack of confidence ? \nthat\'s probably not a fair question , and for a lot of us , it could very well be for neither of those reasons . \nas you watch the full monty , however , you may begin asking yourself these kinds of questions . \nwould you be willing to grin and bare it to bring in some much needed dough ? \nin case you haven\'t guessed , the full monty is about stripping , but striptease it ain\'t . \nit\'s actually quite a charming comedy that uses its ideas with a great deal of tact and sophistication . \nit is the story of six out-of-work , out-of-shape blue collar brits whose recent job losses have left the boys penniless , but not without need . \nwhat to do ? \nit hits our main character gaz ( robert carlyle ) as he notices the large crowds of women who pour into a local male strip club on a regular basis . \nit seems that simple : take it off and bring in the cash . \neventually , gaz is able to convince his friends to join him in starting their own exotic dance routine despite their initial reluctance . \nthese include the overweight , confidence-lacking dave ( mark addy ) , the uptight , overly-officious gerald ( tom wilkinson ) , the once suicidal lomper ( steve huison ) , and two additional fellows who gain their place among the group by audition : horse ( paul barber ) , an older gentlemen chock full of graceless energy , and guy ( hugo speer ) , a young well-endowed looker who compares himself to cary grant . \nwhen the sextet is complete , we\'re given a hefty dose of physical comedy . \nwe watch the bumbling middle-aged men choreograph pseudo-sexy dance numbers , all the while proving why none of them were strippers in the first place . \nas if there anti-appeal wasn\'t enough , they decide to boost interest in the group by promising "" the full monty "" on opening night , which for us americans , means baring it all . \n . \n . \nand i mean * all * . \nthe movie actually ends on opening night ; a hilarious applause worthy ending i might add . \nit\'s sure to leave nothing short of a big smile on your face as you leave the theater . \nwith the subject matter , you might not expect the fully monty to be such a feel-good , almost inspiring film , but it surprisingly turns out that way . \nthe amount of light , touching drama also comes as a nice surprise , never feeling off-balance from the otherwise highly upbeat moments of the film . \nthere\'s a lot more to this movie than you might think in other words , and the ensemble cast couldn\'t be better . \neach character is completely individual , interesting , funny , and most importantly , real . \nthe full monty is never offensive , a very impressive attribute since its subject matter alone could\'ve easily fallen prey to tastelessness . \nit\'s one of those movies that is best described as a solid piece of entertainment , perfect for a great night on the town , or as a saturday night movie rental . \neither way you see it , it shouldn\'t let you down in the slightest . \nand , pun heavily intended , when it\'s all said and done , you\'ll be smiling from cheek to cheek . \n'",1
"b' "" in dreams "" might keep you awake at night , but not because of its creepy imagery , bizarre visual style or story about a clairvoyant madman who lures young girls to their untimely deaths . \nno , the source of potential sleeplessness here lies within the movie\'s brutally squandered potential , the least of which is an admittedly nifty premise - even by tired serial killer genre standards . \nthe big letdown , however , comes upon the realization that this 100-minute head-scratcher was masterminded by neil jordan , the man behind "" the crying game . "" \nhe\'s no stranger to cinematic weirdness , but this nutty nonsense really pushes the envelope . \nthings start out strong enough , with cinematographer darius khondji\'s stunning camera work guiding viewers into the bowels of a underwater ghost town during a creepy prologue that establishes a notably grim tone right off the bat . \nthis eerie opulence remains a dazzling display of showmanship throughout the entire film - there\'s even something macabre about the way khondji photographs a rustic , seemingly innocent new england autumn - but if there ever was a film that didn\'t deserve so good a polish , it\'s this one . \ndon\'t knock the look , but say what you will about the foolish plot , underdeveloped characters and flat dialogue . \nannette bening , another asset "" in dreams "" shouldn\'t be so lucky to boast , gives an increasingly effective performance in a role that doesn\'t do much for her in return . \nshe plays claire cooper , a massachusetts children\'s book illustrator who\'s plagued by terrifying nightmares involving kidnaped children . \nshe thinks these visions are a warning knell for horrible , soon-to-be-committed crimes , but neither her ho-hum husband ( aidan quinn ) nor the ho-hummer police can muster up the sense to take her seriously . \nthis being a thriller , we know that she is , in fact , on the money , and it\'s a credit to bening\'s acting that she delves equally into claire\'s madness and compassion . \nbut as soon as a body turns up and claire has given the authorities reason enough to believe her claims , "" in dreams "" trades in its nifty supernatural chills for a long series of allegedly spooky jolts that simply refuse to make sense . \nscenes pile up like a car wreck with little or no explanation or exposition . \nsubplots appear and disappear . \nwhen claire finally comes face-to-face with our evil murderer ( robert downey jr . ) , it turns out his name is vivian , he\'s clairvoyant and he\'s got some major issues with mama , a la norman bates . \n "" in dreams "" reaches its absurdist zenith here , and the climax drags with mumbled revelations and laughable twists . \nsome questions , then : what\'s with the garbage disposal retching applesauce ? \nare the drawings on the wall blood or paint ? \nwho cranked up the andrews sisters on the cd player and caused the swing to move on its own ? \nwhat about the computer ? \ndoes vivian possess the gift of telekinesis in addition to his other powers ? \nwhy would he continually endanger claire if she was necessary for his ultimate plan ? \nis the woman in australia integral to anything ? \nand the aforementioned flooded city - what function does that _really_ serve ? \nsigh . \nat least in my own dreams , i can imagine a better movie where certain talent didn\'t go to waste . \n'",0
"b'i\'ve noticed something lately that i\'ve never thought of before . \npseudo- substance - hollywood faking deep meanings in their films . \nhave you ever seen a movie that you really enjoyed , then when you look back , you realize there was something missing ? \nmore and more , filmmakers seem to be putting out well rehearsed , melodramatic films that evoke strong connotations of being a great film , but if you step aside and reflect on your movie going experience , you may just discover nothing more than elegantly presented fluff . \ni\'m not trying to say city of angels is that bad . \nit had a lot going for it , but somewhere along the way , it faltered . \nsomehow , underneath the seemingly poetic beauty of it all , there was a gigantic hole somebody covered with iridescent performances and glossy cinematography . \nthe predictable ending that shattered our hopes ( even though we saw it coming ) only added to the disappointment . \nbut for over an hour , city of angels is well worth the time . \nnicolas cage is seth , a guardian angel who , like hundreds ( likely thousands or even millions ) of other angels , spends eternity watching over the citizens of mortality ; humans never aware of how much celestial intervention occurs in their life . \nmeg ryan , in her most subdued performance yet , plays maggie , a doctor who begins to ponder exactly who it is we\'re fighting against when we fight to keep someone alive . \nafter losing a patient on the surgery table , these questions envelope maggie , and seth , the angel who was there to oversee the patient\'s transition into the afterlife , is immediately captivated by the doctor . \nhe begins following and observing maggie , falling more and more in love with her everyday . \nangels , who we quickly learn are not and never were humans , can not experience human sensations such as taste and touch , but they do have the ability to make themselves seen to anyone they desire . \nseth\'s adoration is too much to resist , and eventually he does appear to maggie , quite regularly , although such a thing seems taboo among the angelic community . \nthe angels are interestingly presented , all of them dressed in black and more reminiscent of hitmen than traditional glowing white entities , but it\'s a nice touch that never seems like a mere attempt at uniqueness . \ncage is a wonderfully versatile actor ( think face/off , raising arizona , and it could happen to you - what a combo ! ) who slips into the role of a heavenly agent quite nicely but threatens sappiness more than once . \nit\'s nice to see ryan pick up roles like this and the one in courage under fire . \nthe two aren\'t very comparable to each other , but they both deviate from her usual "" intelligently ditzy "" romantic comedy roles , and it\'s an impressive side of ryan movie goers rarely have the chance to enjoy . \nbut even though the two leads do an impressive job , it is dennis franz who grabs us with his interpretation of a hospital patient who knows more than meets the eye . \nit\'s a shame that with so much going for it , city of angels falters so much in its final stages , leaving us with the realization that an emotionally incredible movie was out there , they just didn\'t know quite how to get to it . \nthey struggle for an impacting conclusion and wind up with painful thud rather than an exhilarating high . \nfilmmakers should know your final impression will be the one you linger on , remember , and convey to others thru word of mouth , so after telling us for 60+ minutes that this film is a glorious masterpiece , they sure leave us with a disheartening taste of mediocrity in our mouths . \nbased on the german film wings of desire ( that being the english title , of course ) , city of angels is ninety percent success , enough to make most people forgive its shortcomings , even the devastatingly disappointing ending . \nmost movie goers , the non-cynics anyway , will be too wrapped up in the surreal atmosphere to give criticism to that which needs to be criticized . \nnonetheless , city of angels is beautifully captivating , which is probably enough to satisfy those poetic viewers who will appreciate a delve into rich emotional territories . \n'",1
"b'voices . . . . . trey parker , matt stone , george clooney , minnie driver . \n "" south park : bigger , longer and uncut "" is undoubtedly crude , offensive , mean-spirited movie , that comes off as a politcally correct movie too . \nif your canadian , a strong christian , fat , gay or anything else , you will be offended . \nbut when you watch this movie , there is no doubt that you will laugh . \nbased on the wildly popular comedy central tv show , south park stars cartman , an overweight , foul-mouthed kid , with attitude , and a sweet side . \nkenny , a poor kid who gets killed in every episode , and talks with his coat hood covering his head . \nstan a regular , sometimes boring kid who has problems with women . \nand kyle a lonely jew who talks to his poop . \nthe movie opens with a funny , but messageable song , that all of the people of south park sing . \ncartman , stan , kenny and kyle are very excited to see the new terrance and phillip ( beavis and butthead types ) movie "" asses of fire "" . \nbut when the kids get up to the movie to get the tickets , they learn the movie is rated r , which of course means that anyone under the age of 17 cannot get in without a parent or legal guardian . \nthe kids do not understand this , and they pay a homeless man to buy their tickets . \nwhile in the movie , laughing at the movie , terrance and phillip cuss repeatedly entertaining the kids . \nthey kids then go out and cuss themselves , getting in trouble and causing kyle\'s mom to go against the mpaa . \nwhile doing this kenny learns a thing or to , by proving to cartman he can light his fart on fire . \nkenny does so , dies , and goes to hell , to find out that satan and saddam huiessan ( homosexual lovers ) , are about to take over the world , if terrance and phillip die . \n>from here on , nothing more should be said to keep the rest a surprise . \nbut believe me , this isn\'t your regular south park tv show , and should not be seen by anyone under 14 or more . \nthis film contains extreme profanity ( over 130 "" f "" words and a collection of others ) . \nbut beyond being bad in a tasteless type way , south park : bigger , longer and uncut has many messages that are embedded inside it . \nbut i bet you will not leave the movie , for at least laughing one time or more . \nand enjoying yourself . \ntake it from me , south park : b , l , and u , isn\'t as good as you\'d hope , but it is good for some laughs . \n'",1
"b'note : some may consider portions of the following text to be spoilers . \nbe forewarned . \nthe teaser trailers for my best friend\'s wedding scarsely gave reason for hope - it looked like the sort of goofy , light-hearted comedy than might put julia roberts back in the limelight , but little more ; i\'d frankly rarely seen a trailer place such an emphasis on people falling over for laughs so often . \nit was then to both my surprise and my delight to find that my best friend\'s wedding was such a success - a strong , bouyant romantic-comedy with some decidedly unconventionally quirky comic aspects , featuring a triumphant performance from ms . roberts . \nthe heroine of my best friend\'s wedding is julianne potter ( julia roberts ) , a successful new york restaurant critic , and we open the film with a whimsical revelation to her editor george downes ( rupert everett ) that years ago , she had made a pact with her dear best friend and ex-lover michael o\'neal ( dermot mulroney ) , a sports writer , that if they both hadn\'t married by the time they reached 28 , they had promised to marry each other . \nboth julianne and michael are both single , of course , and when george inquires about michael\'s age , julianne realizes that he\'s mere weeks away from his 28th birthday , and is quite distressed when she receives a phone call from michael later that day . \nhowever , she finds herself even more distraught when michael\'s call is in regards to his impending marriage to heiress kimmy wallace ( cameron diaz ) , and when he asks julianne to fly down to chicago for the wedding , julianne suddenly realizes that she loves michael , and resolves to break up the wedding and steal the groom by any means necessary . \nthe setup for my best friend\'s wedding , then , is a fairly conventional one , and in many ways the film\'s storyline is formulaic - but only to a certain extent : the film was directed by p . j . hogan , whose first feature , muriel\'s wedding , had quite an offbeat tone for a traditional uplifting ugly-duckling story , and the same holds true for my best friend\'s wedding , which confidently combines traditional romantic-comedy elements with a really eccentric sense of humour . \nthe film is innundated with sly mischievousness which seems clearly the influence of mr . hogan . \nfor example , there\'s a heartfelt , emotional exchange between julianne and michael late in the film - with a trio of teenagers , inhaling helium and sounding every bit like alvin and the chipmunks , harmonizing in the background . \nmy best friend\'s wedding opens with an inspired opening credit sequence which sets the tone for the film , and there are scenes where actors spontaneously burst into song to good comic effect - it could almost be argued that this film is nearly as much of a musical as woody allen\'s everyone says i love you ; i\'d even assert it\'s a more successful one . \nmy best friend\'s wedding keeps breaking conventionality with its characters as well . \nin a typical romantic-comedy , kimmy would be portrayed as a snooty , conniving ice queen , and the audience would be cheering for julianne to rescue michael from her grasps ; this film is smarter than that - here , kimmy is sweet , sincere , and innocent ; julianne even admits at one point that had she not resolved to utterly destroy kimmy\'s life , she\'d actually like her too . \nthe george character is almost a staple of recent film - the homosexual male friend of the heroine who acts as a confidant and provides the guiding voice of reason - but in my best friend\'s wedding , he gets to have a playful , mischievous and charming personality . \nthroughout the film , the formulaisms one often sees is romantic-comedy are given little twists , and the result is a film which is compelling all the way to its somewhat unorthodox conclusion . \nthere is a lot of smart writing in the well-paced screenplay by ronald bass ; we\'re given four interesting , vivid , and likeable characters , with some good dialogue and some genuinely charming and touching moments . \nmy best friend\'s wedding marks a strong career rebound for julia roberts , who turns in a top-notch , confident and reassured performance as julianne . \nthis isn\'t the sort of role one usually associates with ms . roberts - the julianne character\'s neurotic , fumbling characteristics are more in line with a meg ryan role - but ms . roberts works wonderfully in the film and demonstrates her aptitude at comedy here , remaining compelling and empathetic to the audience , if not entirely sympathetic , even when her deeds done to destroy the wedding plans of her best friend are less than honourable . \neven better than ms . roberts though is cameron diaz , who turns in a shining performance in my best friend\'s weddding . \nwith a smile which lights up the screen , she effectively conveys kimmy\'s insecurity and utter sweetness in an endearing manner , and never hits a false note in the film . \nshe even sings - i won\'t soon forget her charming serenade of "" i just don\'t know what to do with myself "" . \nrupert everett is given a very juicy role as george , and he makes the most of it with a hilarious turn which makes his character perhaps the most vivid and most memorable in the film . \nhis george is a bit of a devilish rogue , entirely affable , and mr . everett\'s performance is a delight to watch ; he\'s clearly having fun , and his joy is infectuous . \ndermot mulroney is adequate in a thankless role - unlike the other characters in the film , he\'s not given a lot to do , but there is a genuine onscreen chemistry between ms . roberts and mr . mulroney , and consequently the longstanding friendship between his michael character and the julianne character always seemed completely authentic . \nwhen julia roberts\' lustre began to fade , and she was usurped from her title as "" america\'s sweetheart "" by sandra bullock , i thought it was a canny career move on her part to take supporting roles in prestige projects like michael collins and everyone says i love you to raise her profile . \nwhile that didn\'t quite work out , it\'s near-certain that her successful return to the genre which made her a big star back in 1990 , the romantic-comedy , will once again raise her ante in the hollywood game . \nmy best friend\'s wedding marks a return to form for ms . roberts , and cements p . j . hogan\'s reputation as a skilled director of comedy . \n'",1
"b'when casting the key part of the voice of moses , most people\'s first candidate would probably not be the controversial actor val kilmer ( the saint and the island of dr . \nmoreau ) , but he was dreamworks\'s choice in their first traditionally animated movie , the prince of egypt . \nthe selection of kilmer proved to be a wise one , but the biggest risk dreamworks took wasn\'t in the casting department . \nthe radical departure was that they decided to use the medium of animation to make a biblical epic , a la cecil b . demille , to move our hearts and minds rather than to tickle our funny bones . \nin the press kit producer penney cox says that they wanted to make a film for adults based on sophisticated themes but one that did not exclude children . \nanimated movies for adults that are appropriate for kids and that are not comedies , now that is something fresh . \nlet me admit up-front that i was quite skeptical as to whether dreamworks could pull it off . \ndreamworks\'s antz seemed to be a movie not quite appropriate for any age group . \nthe prince of egypt may be harder to market than antz , but it is much more satisfying . \nlike antz and unlike the more modest casting of pixar\'s a bug\'s life , the prince of egpyt has half of hollywood doing the voices . \ndanny glover is the voice of jethro , jeff goldblum of aaron , steve martin of hotep , helen mirren of the queen , michelle pfeiffer of tzipporah , martin short of huy and patrick stewart of seti . \nyou can figure out for yourself who does the voice of god . \nthe movie , which is weakest in the story department , is a cliff\'s notes version of demille\'s the ten commandments . \nthe script by kelly asbury and lorna cook has an obsession with touching briefly on every classic event in moses\'s life . \ndemille took over three and a half hours in order to do it justice . \nat less than half of that , the prince of egypt rushes through so much material that it doesn\'t establish sufficient depth for us to bond with the characters . \nwe meet moses when the queen finds him floating in his little basket . \nwe watch him grow up and become best bud and a chariot racing partner to ramses ( ralph fiennes ) , the future pharaoh . \nmoses is a free spirit and a practical joker until he finds out his true identity as a jew . \n ( "" all i\'ve ever known to be true is a lie , "" moses complains . ) \nafter finding out his real identity , he sees for the first time the oppression of the jewish slaves that are all around him . \nafter leaving egypt , moses comes back to ask ramses to let moses\'s people go . \nthis leads to the classic scene of the parting of the red sea , which is one of many places where computers were used to enhance the traditionally hand-drawn animation of the most of the production . \nit is the absolutely stunning visuals that make the movie so compelling . \ndrawn with a rich palette of luxurious roses , blues and golds , the picture looks sumptuous from its first frame to its last . \nthe construction of the temple is shown in blowing dust , and other scenes are shot with the glow of a rising sun . \nthe most original visual sequence in the film occurs during a dream moses has . \ndone with an explicit two-dimensional look , the colorful images painted on the temple walls come to life to tell their own animated story . \neven though it has its weaknesses , the prince of egypt is a noble attempt to carve out a new genre -- serious animated movies for adults that are acceptable for the entire family . \nthis awe-inspiring movie deserves to be seen . \nthe prince of egypt runs about 1 : 30 . \nit is rated pg for thematic elements and would be fine for the whole family . \nhow old a kid would need to be to be interested depends on the child , but those over 8 will probably like it . \n'",1
"b"">from the commercials , this looks like a mild-mannered neil simonesque tale with mary tyler moore baring her bra touted as the highlight . \ninstead it turns out to be a hilarious film running in high gear from beginning to end . \nthe concept is deceptively pedestrian . \nan adult adopted son is looking for his biological parents and encounters eccentric characters along the way . \nthe movie demonstrates just how far a good script and actors can take a mundane idea . \nthe son and his wife take off on the search accompanied by a woman from the agency who located his parents . \nfollowing one dead end lead after another , each funnier than the previous , they eventually end up in new mexico with his real biological parents : alan alda and lily tomlin . \nit's difficult to condense the mile-a-minute plot . \nseemingly hundreds of scenes jump on top of each other without giving you a chance to recover from the last one . \nwithout giving too much away , one of the better episodes involves a gay federal alcohol , tobacco and firearms agent attempting an arrest while tripping on lsd as his bi-sexual partner is upstairs licking the armpit of a woman while her husband is in the next room seducing their traveling companion . \nand it's all done in a fairly clean , almost ( well , maybe not exactly ) family fare manner . \na grand cast ( tomlin , alda , moore , ben stiller , patricia arquette , tea leoni , george segal ) interacts in a seamless parade of laughs . \ndrawing from a more hyper woody allen style , the film succeeds beyond expectations . \n""",1
