customer_id,stream_id,date,invoice_item_id,subscription_stopped
4,1714,2019-04-30,1.0,0
4,1193,2019-05-06,1.0,0
4,1681,2019-05-07,1.0,0
4,1553,2019-05-09,1.0,0
4,1084,2019-05-10,1.0,0
4,1633,2019-05-10,1.0,0
4,1369,2019-05-15,1.0,0
4,1230,2019-05-18,1.0,0
4,1584,2019-05-20,1.0,0
5,1286,2019-01-07,2.0,0
5,1466,2019-01-11,2.0,0
5,1484,2019-02-03,2.0,0
5,1668,2019-02-09,2.0,0
5,,2019-02-12,2.0,0
5,1698,2019-02-15,2.0,0
5,1476,2019-02-17,2.0,0
5,1470,2019-02-24,2.0,0
5,1323,2019-02-27,2.0,0
5,1118,2019-03-04,2.0,0
5,1375,2019-03-12,2.0,0
5,1443,2019-03-13,2.0,0
5,1207,2019-03-14,2.0,0
5,1587,2019-03-23,2.0,0
5,1191,2019-03-30,2.0,0
5,1363,2019-03-30,2.0,0
5,1084,2019-04-03,2.0,0
5,1190,2019-04-04,2.0,0
5,1600,2019-04-09,2.0,0
5,1078,2019-04-09,2.0,0
5,1109,2019-04-26,2.0,0
5,1241,2019-04-30,2.0,0
5,1174,2019-05-03,2.0,0
5,1388,2019-05-03,2.0,0
6,1599,2019-05-28,2.0,0
6,1323,2019-05-29,2.0,0
6,1168,2019-05-30,2.0,0
6,1151,2019-05-31,2.0,0
6,1460,2019-06-01,2.0,0
6,1158,2019-06-15,2.0,0
6,1355,2019-06-18,2.0,0
6,1259,2019-06-21,2.0,0
6,1543,2019-06-22,2.0,0
6,1651,2019-06-30,2.0,0
6,1096,2019-07-16,2.0,0
6,1161,2019-07-16,2.0,0
6,1360,2019-07-20,2.0,0
6,1060,2019-07-28,2.0,0
6,1515,2019-08-01,2.0,0
6,1627,2019-08-07,2.0,0
6,1523,2019-08-15,2.0,0
6,1599,2019-08-18,2.0,0
6,1641,2019-08-27,2.0,0
6,1478,2019-09-01,2.0,0
7,1622,2019-06-23,1.0,0
7,1770,2019-06-24,1.0,0
7,1328,2019-06-26,1.0,0
7,1262,2019-06-29,1.0,0
7,1774,2019-06-30,1.0,0
7,1657,2019-07-04,1.0,0
7,1708,2019-07-10,1.0,0
7,1215,2019-07-15,1.0,0
7,1588,2019-08-04,1.0,0
7,1259,2019-08-07,1.0,0
7,1409,2019-08-08,1.0,0
7,1335,2019-08-09,1.0,0
7,1280,2019-08-11,1.0,0
7,1713,2019-08-14,1.0,0
7,1238,2019-08-17,1.0,0
7,1757,2019-08-19,1.0,0
7,1405,2019-08-23,1.0,0
7,1469,2019-08-25,1.0,1
8,1422,2019-02-09,2.0,0
8,1773,2019-02-10,2.0,0
8,1431,2019-02-14,2.0,0
8,1139,2019-02-15,2.0,0
8,1263,2019-02-17,2.0,0
8,1553,2019-02-28,2.0,0
8,1120,2019-03-04,2.0,0
8,1663,2019-03-08,2.0,0
8,1426,2019-03-09,2.0,0
8,1769,2019-03-15,2.0,0
8,1491,2019-03-17,2.0,0
8,,2019-03-24,2.0,0
8,1215,2019-03-27,2.0,0
8,1172,2019-04-06,2.0,0
8,1403,2019-04-09,2.0,0
8,1508,2019-04-21,2.0,0
8,1571,2019-04-30,2.0,0
8,1157,2019-04-30,2.0,0
8,1470,2019-05-14,2.0,0
8,,2019-05-18,2.0,0
8,1283,2019-05-18,2.0,0
8,1241,2019-05-19,2.0,0
9,1093,2019-03-26,2.0,0
9,1306,2019-04-02,2.0,0
9,1555,2019-04-09,2.0,0
9,1231,2019-04-12,2.0,0
9,1203,2019-04-20,2.0,0
9,1565,2019-04-22,2.0,0
9,1402,2019-04-26,2.0,0
9,,2019-04-27,2.0,0
9,1261,2019-04-29,2.0,0
9,1704,2019-06-01,2.0,0
9,1563,2019-06-04,2.0,0
9,1380,2019-06-07,2.0,0
9,1647,2019-06-09,2.0,0
9,1384,2019-06-14,2.0,0
9,1602,2019-06-17,2.0,0
9,1157,2019-06-30,2.0,0
9,,2019-07-12,2.0,0
9,1451,2019-07-16,2.0,0
9,1764,2019-07-22,2.0,0
9,1683,2019-07-25,2.0,0
9,1443,2019-07-26,2.0,0
9,1526,2019-08-03,2.0,0
9,1184,2019-08-09,2.0,0
9,1124,2019-08-15,2.0,0
9,1400,2019-08-19,2.0,0
9,1309,2019-08-20,2.0,1
10,,2019-03-14,1.0,0
10,1266,2019-03-23,1.0,0
10,1053,2019-04-08,1.0,0
10,1202,2019-04-09,1.0,0
10,1466,2019-04-09,1.0,0
10,1159,2019-04-11,1.0,0
10,1746,2019-04-12,1.0,0
10,1677,2019-04-16,1.0,0
10,1656,2019-04-18,1.0,0
10,1293,2019-04-19,1.0,0
10,1516,2019-04-20,1.0,0
10,1180,2019-04-21,1.0,0
10,1651,2019-05-07,1.0,0
10,,2019-05-10,1.0,0
10,1246,2019-06-13,1.0,0
10,1518,2019-06-15,1.0,0
10,1340,2019-06-22,1.0,0
10,1307,2019-06-23,1.0,0
10,1438,2019-06-25,1.0,0
10,1597,2019-07-03,1.0,0
10,1525,2019-07-05,1.0,0
10,1272,2019-07-05,1.0,1
11,1516,2019-05-25,2.0,0
11,1575,2019-05-28,2.0,0
11,1697,2019-05-30,2.0,0
11,1316,2019-06-03,2.0,0
11,1665,2019-06-07,2.0,0
11,,2019-06-07,2.0,0
11,1406,2019-06-13,2.0,0
11,1513,2019-06-21,2.0,0
11,1454,2019-06-23,2.0,0
11,1564,2019-07-03,2.0,0
11,1409,2019-07-05,2.0,0
11,1205,2019-07-05,2.0,0
11,1645,2019-07-05,2.0,0
11,1300,2019-07-16,2.0,0
11,1061,2019-07-26,2.0,0
11,1069,2019-08-11,2.0,0
11,1763,2019-08-15,2.0,0
11,1430,2019-08-16,2.0,0
11,1457,2019-08-18,2.0,0
12,1339,2019-09-03,3.0,0
12,,2019-09-03,3.0,1
13,1107,2018-02-01,2.0,0
13,1539,2018-02-18,2.0,0
13,1509,2018-02-22,2.0,0
13,1223,2018-02-22,2.0,0
13,,2018-03-06,2.0,0
13,,2018-03-17,2.0,0
13,1470,2018-03-21,2.0,0
13,1705,2018-04-05,2.0,0
13,1245,2018-04-18,2.0,0
13,1251,2018-04-27,2.0,0
13,1617,2018-05-02,2.0,0
13,1323,2018-05-03,2.0,0
13,1715,2018-05-05,2.0,0
13,1504,2018-05-10,2.0,0
13,1736,2018-05-12,2.0,0
13,1327,2018-05-16,2.0,0
13,,2018-05-18,2.0,0
13,1604,2018-05-22,2.0,0
13,1673,2018-05-30,2.0,0
13,1160,2018-06-03,2.0,0
13,1327,2018-06-04,2.0,0
13,1377,2018-06-13,2.0,0
13,1525,2018-06-13,2.0,0
13,1763,2018-06-16,2.0,0
14,1308,2018-09-12,1.0,0
14,1592,2018-09-24,1.0,0
14,1708,2018-09-25,1.0,0
14,1439,2018-09-26,1.0,0
14,1710,2018-10-04,1.0,0
14,1645,2018-10-04,1.0,0
14,,2018-10-04,1.0,0
14,1268,2018-10-11,1.0,0
14,1243,2018-10-12,1.0,0
14,1519,2018-10-13,1.0,0
14,1519,2018-10-16,1.0,0
14,1490,2018-10-20,1.0,0
14,1627,2018-11-01,1.0,0
14,1582,2018-11-12,1.0,0
14,1604,2018-11-24,1.0,0
14,1244,2018-11-30,1.0,0
14,1162,2018-12-07,1.0,0
14,1643,2018-12-16,1.0,0
14,1084,2018-12-21,1.0,0
14,1352,2018-12-26,1.0,0
14,1465,2019-01-04,1.0,0
14,1080,2019-01-08,1.0,0
14,1654,2019-01-10,1.0,0
15,1088,2018-03-16,2.0,0
15,1615,2018-03-20,2.0,0
15,1226,2018-03-26,2.0,0
15,1761,2018-04-05,2.0,0
15,1444,2018-04-07,2.0,0
15,1740,2018-04-08,2.0,0
15,,2018-04-16,2.0,0
15,1477,2018-04-17,2.0,0
15,1383,2018-04-17,2.0,0
15,1224,2018-04-20,2.0,0
15,1693,2018-04-21,2.0,0
15,,2018-05-03,2.0,0
15,1283,2018-05-14,2.0,0
15,1533,2018-05-22,2.0,0
15,1212,2018-05-28,2.0,0
15,1160,2018-05-30,2.0,0
15,1531,2018-05-31,2.0,0
15,1097,2018-06-09,2.0,0
15,1252,2018-06-12,2.0,0
15,1360,2018-06-20,2.0,0
15,1228,2018-06-22,2.0,0
15,1711,2018-06-29,2.0,0
15,,2018-07-03,2.0,1
16,1429,2019-08-25,1.0,0
16,,2019-08-25,1.0,0
16,1079,2019-08-30,1.0,0
16,1188,2019-08-31,1.0,0
16,,2019-09-01,1.0,0
16,1577,2019-09-02,1.0,0
16,1283,2019-09-02,1.0,0
17,1573,2018-02-02,2.0,0
17,1760,2018-02-15,2.0,0
17,1292,2018-02-24,2.0,0
17,1444,2018-02-27,2.0,0
17,1605,2018-03-03,2.0,0
17,1232,2018-03-06,2.0,0
17,,2018-03-06,2.0,0
17,1317,2018-03-07,2.0,0
17,1140,2018-03-31,2.0,0
17,1736,2018-04-06,2.0,0
17,1658,2018-04-07,2.0,0
17,1585,2018-04-16,2.0,0
17,1300,2018-04-16,2.0,0
17,1412,2018-04-21,2.0,0
17,1309,2018-05-03,2.0,0
17,,2018-05-04,2.0,0
17,1107,2018-05-06,2.0,0
17,1325,2018-05-15,2.0,0
17,1579,2018-05-22,2.0,0
17,1386,2018-05-22,2.0,0
17,1202,2018-06-03,2.0,0
17,1617,2018-06-19,2.0,0
17,1249,2018-06-25,2.0,0
17,1539,2018-06-25,2.0,0
17,1187,2018-06-28,2.0,0
17,1241,2018-06-29,2.0,0
18,1528,2019-05-29,1.0,0
18,1069,2019-06-01,1.0,0
18,1123,2019-06-09,1.0,0
18,1439,2019-06-10,1.0,0
18,1125,2019-06-12,1.0,0
18,1338,2019-06-12,1.0,0
18,,2019-06-14,1.0,0
18,1721,2019-06-17,1.0,0
18,1476,2019-06-24,1.0,0
18,,2019-06-25,1.0,0
18,1195,2019-06-26,1.0,0
18,1187,2019-06-27,1.0,0
18,1697,2019-06-28,1.0,0
18,1078,2019-06-30,1.0,0
18,1104,2019-07-01,1.0,0
18,1481,2019-07-04,1.0,0
18,1151,2019-07-07,1.0,0
18,1757,2019-08-04,1.0,0
18,1589,2019-08-16,1.0,1
19,1658,2018-06-09,2.0,0
19,1282,2018-06-24,2.0,0
19,1151,2018-07-01,2.0,0
19,1429,2018-07-14,2.0,0
19,1130,2018-07-15,2.0,0
19,1599,2018-07-17,2.0,0
19,1285,2018-07-19,2.0,0
19,1141,2018-07-29,2.0,0
19,1737,2018-07-31,2.0,0
19,1729,2018-08-07,2.0,0
19,1709,2018-08-15,2.0,0
19,1596,2018-08-22,2.0,0
19,1139,2018-08-23,2.0,0
19,1521,2018-08-26,2.0,0
19,1094,2018-09-04,2.0,0
19,1760,2018-09-10,2.0,0
19,1336,2018-09-10,2.0,0
19,1705,2018-09-15,2.0,0
19,,2018-09-24,2.0,0
19,1255,2018-09-26,2.0,0
20,1727,2019-08-30,2.0,0
20,,2019-09-01,2.0,0
20,1224,2019-09-02,2.0,0
20,1107,2019-09-02,2.0,0
20,1669,2019-09-03,2.0,0
20,1726,2019-09-03,2.0,0
21,1073,2019-08-31,3.0,0
21,1102,2019-09-01,3.0,0
21,1498,2019-09-02,3.0,0
21,1752,2019-09-02,3.0,0
21,1447,2019-09-02,3.0,1
22,1455,2019-01-17,1.0,0
22,1111,2019-01-18,1.0,0
22,1623,2019-01-21,1.0,0
22,1179,2019-01-30,1.0,0
22,1565,2019-02-06,1.0,0
22,1385,2019-02-07,1.0,0
22,1410,2019-02-08,1.0,0
22,,2019-02-17,1.0,0
22,1252,2019-02-19,1.0,0
22,1196,2019-02-20,1.0,0
22,1644,2019-02-22,1.0,0
22,1219,2019-02-24,1.0,0
22,1412,2019-03-02,1.0,0
22,1153,2019-03-15,1.0,0
22,1743,2019-04-06,1.0,0
22,1308,2019-04-06,1.0,0
22,1083,2019-04-14,1.0,0
22,1140,2019-04-24,1.0,0
22,1299,2019-04-25,1.0,0
22,,2019-04-25,1.0,0
22,1402,2019-04-26,1.0,1
23,1706,2018-09-30,3.0,0
23,1756,2018-09-30,3.0,0
23,1724,2018-10-19,3.0,0
23,1060,2018-10-20,3.0,0
23,1262,2018-10-30,3.0,0
23,1464,2018-11-02,3.0,0
23,1481,2018-11-04,3.0,0
23,1492,2018-11-10,3.0,0
23,1143,2018-11-14,3.0,0
23,1698,2018-11-20,3.0,0
23,1571,2018-11-23,3.0,0
23,1196,2018-11-26,3.0,0
23,1345,2018-11-28,3.0,0
23,1232,2018-12-08,3.0,0
23,1735,2018-12-17,3.0,0
23,1477,2018-12-26,3.0,0
23,1276,2018-12-30,3.0,0
23,,2019-01-02,3.0,0
23,1698,2019-01-08,3.0,0
23,1420,2019-01-11,3.0,0
23,1095,2019-01-16,3.0,0
23,1477,2019-01-19,3.0,0
23,1160,2019-01-21,3.0,0
23,1340,2019-01-22,3.0,0
24,1107,2019-07-09,1.0,0
24,1587,2019-07-10,1.0,0
24,1228,2019-07-10,1.0,0
24,1441,2019-07-14,1.0,0
24,1662,2019-07-14,1.0,0
24,1550,2019-07-15,1.0,0
24,1282,2019-07-21,1.0,0
24,1698,2019-07-24,1.0,0
24,1616,2019-07-29,1.0,0
24,1561,2019-07-31,1.0,0
24,1494,2019-08-03,1.0,0
24,1417,2019-08-21,1.0,0
24,1410,2019-08-22,1.0,0
24,1439,2019-09-01,1.0,1
25,1320,2019-06-28,1.0,0
25,1311,2019-06-29,1.0,0
25,1337,2019-06-30,1.0,0
25,,2019-07-08,1.0,0
25,1770,2019-07-19,1.0,0
25,1658,2019-07-28,1.0,0
25,1432,2019-08-01,1.0,0
25,1751,2019-08-04,1.0,0
25,1284,2019-08-06,1.0,0
25,1712,2019-08-09,1.0,0
25,1384,2019-08-10,1.0,0
25,1769,2019-08-11,1.0,0
25,1715,2019-08-14,1.0,0
25,,2019-08-14,1.0,0
25,1183,2019-08-14,1.0,0
25,1314,2019-08-28,1.0,0
25,1192,2019-08-30,1.0,0
26,1421,2018-02-28,2.0,0
26,1765,2018-03-04,2.0,0
26,1408,2018-03-05,2.0,0
26,1509,2018-03-14,2.0,0
26,1300,2018-03-22,2.0,0
26,1491,2018-03-31,2.0,0
26,1492,2018-04-02,2.0,0
26,1558,2018-04-06,2.0,0
26,1664,2018-04-10,2.0,0
26,1764,2018-04-14,2.0,0
26,1279,2018-04-23,2.0,0
26,1145,2018-04-26,2.0,0
26,1082,2018-05-10,2.0,0
26,1230,2018-05-10,2.0,0
26,1073,2018-05-14,2.0,0
26,1293,2018-05-15,2.0,0
26,1456,2018-05-18,2.0,0
26,1127,2018-05-24,2.0,0
26,1334,2018-05-25,2.0,0
26,1600,2018-06-23,2.0,0
26,1676,2018-06-26,2.0,0
26,1660,2018-07-06,2.0,0
26,,2018-07-09,2.0,0
26,1215,2018-07-24,2.0,0
27,1223,2018-05-31,1.0,0
27,1558,2018-06-02,1.0,0
27,1312,2018-06-03,1.0,0
27,1332,2018-06-07,1.0,0
27,1064,2018-06-12,1.0,0
27,1244,2018-06-17,1.0,0
27,1350,2018-06-19,1.0,0
27,1286,2018-06-22,1.0,0
27,1138,2018-06-29,1.0,0
27,1345,2018-07-07,1.0,0
27,1381,2018-07-09,1.0,0
27,1532,2018-07-11,1.0,0
27,,2018-07-13,1.0,0
27,1591,2018-07-17,1.0,0
27,1385,2018-07-20,1.0,0
27,1137,2018-07-31,1.0,0
27,1206,2018-08-03,1.0,0
27,1566,2018-08-05,1.0,0
27,1375,2018-08-07,1.0,0
28,1480,2019-07-21,1.0,0
28,1570,2019-07-21,1.0,0
28,1073,2019-07-23,1.0,0
28,1344,2019-07-26,1.0,0
28,1741,2019-07-27,1.0,0
28,1681,2019-07-27,1.0,0
28,1558,2019-07-30,1.0,0
28,1356,2019-08-01,1.0,0
28,,2019-08-04,1.0,0
28,1686,2019-08-06,1.0,0
28,1308,2019-08-06,1.0,0
28,1669,2019-08-09,1.0,0
28,1403,2019-08-14,1.0,0
28,1534,2019-08-23,1.0,0
28,1213,2019-09-01,1.0,0
29,1185,2019-01-23,1.0,0
29,,2019-01-30,1.0,0
29,1740,2019-02-05,1.0,0
29,1616,2019-02-09,1.0,0
29,1769,2019-02-11,1.0,0
29,1070,2019-02-13,1.0,0
29,1750,2019-02-14,1.0,0
29,1118,2019-02-21,1.0,0
29,1545,2019-02-25,1.0,0
29,1152,2019-02-28,1.0,0
29,1079,2019-03-03,1.0,0
29,1260,2019-03-03,1.0,0
29,1563,2019-03-09,1.0,0
29,1622,2019-03-15,1.0,0
29,1325,2019-03-19,1.0,0
29,1766,2019-04-01,1.0,0
29,1647,2019-04-05,1.0,0
29,1475,2019-04-10,1.0,0
29,1744,2019-04-15,1.0,0
29,,2019-04-16,1.0,0
30,1300,2018-11-06,3.0,0
30,1610,2018-11-07,3.0,0
30,1636,2018-11-14,3.0,0
30,,2018-11-18,3.0,0
30,1372,2018-11-21,3.0,0
30,1574,2018-11-28,3.0,0
30,1240,2018-11-28,3.0,0
30,1220,2018-11-30,3.0,0
30,1540,2018-12-20,3.0,0
30,1567,2018-12-27,3.0,0
30,1666,2018-12-29,3.0,0
30,1725,2018-12-31,3.0,0
30,1753,2019-01-08,3.0,0
30,1544,2019-01-15,3.0,0
30,1752,2019-01-19,3.0,0
30,1734,2019-01-28,3.0,0
30,1600,2019-01-29,3.0,0
30,1348,2019-02-03,3.0,0
30,1551,2019-02-04,3.0,0
30,1648,2019-02-17,3.0,0
30,1614,2019-02-21,3.0,0
30,1325,2019-02-24,3.0,0
31,1701,2019-04-16,3.0,0
31,1164,2019-04-17,3.0,0
31,1251,2019-04-18,3.0,0
31,1368,2019-04-20,3.0,0
31,1356,2019-05-02,3.0,0
31,1609,2019-05-11,3.0,0
31,1101,2019-05-14,3.0,0
31,1568,2019-05-16,3.0,0
31,1601,2019-05-24,3.0,0
31,1056,2019-06-04,3.0,0
31,,2019-06-14,3.0,0
31,1660,2019-07-02,3.0,0
31,1534,2019-07-12,3.0,0
31,,2019-07-17,3.0,0
31,1611,2019-07-28,3.0,0
31,1513,2019-08-07,3.0,0
31,1649,2019-08-08,3.0,0
31,,2019-08-12,3.0,0
31,1365,2019-08-13,3.0,0
31,1258,2019-08-13,3.0,0
31,,2019-08-15,3.0,0
31,1531,2019-08-16,3.0,0
31,1232,2019-08-26,3.0,0
31,1236,2019-08-26,3.0,0
32,1741,2019-03-17,2.0,0
32,1350,2019-03-27,2.0,0
32,1129,2019-03-27,2.0,0
32,1083,2019-03-29,2.0,0
32,1079,2019-04-08,2.0,0
32,1588,2019-04-10,2.0,0
32,1532,2019-04-18,2.0,0
32,1693,2019-04-23,2.0,0
32,1394,2019-04-23,2.0,0
32,1741,2019-05-05,2.0,0
32,1253,2019-05-17,2.0,0
32,1256,2019-05-20,2.0,0
32,1327,2019-05-21,2.0,0
32,1649,2019-05-25,2.0,0
32,1524,2019-06-04,2.0,0
32,1075,2019-06-14,2.0,0
32,1543,2019-06-23,2.0,0
32,,2019-07-01,2.0,0
32,,2019-07-04,2.0,0
32,1722,2019-07-05,2.0,0
32,1353,2019-07-12,2.0,0
32,1439,2019-08-12,2.0,0
32,1086,2019-08-22,2.0,0
32,1422,2019-08-25,2.0,0
32,1704,2019-08-26,2.0,0
32,1576,2019-08-26,2.0,0
32,1182,2019-09-02,2.0,0
32,1268,2019-09-03,2.0,1
33,1140,2018-09-24,3.0,0
33,1057,2018-10-03,3.0,0
33,1194,2018-10-04,3.0,0
33,1599,2018-10-24,3.0,0
33,1531,2018-10-30,3.0,0
33,1277,2018-11-02,3.0,0
33,1764,2018-11-04,3.0,0
33,1077,2018-11-08,3.0,0
33,1750,2018-11-12,3.0,0
33,1546,2018-11-15,3.0,0
33,1771,2018-11-19,3.0,0
33,,2018-11-19,3.0,0
33,1628,2018-11-26,3.0,0
33,1609,2018-12-05,3.0,0
33,1170,2018-12-07,3.0,0
33,1218,2018-12-08,3.0,0
33,1107,2018-12-08,3.0,0
33,1488,2018-12-19,3.0,0
33,1454,2019-01-03,3.0,0
33,1579,2019-01-04,3.0,0
34,1057,2019-06-21,3.0,0
34,1323,2019-06-21,3.0,0
34,1119,2019-06-26,3.0,0
34,1633,2019-06-28,3.0,0
34,1273,2019-06-28,3.0,0
34,1280,2019-06-28,3.0,0
34,1394,2019-06-29,3.0,0
34,1742,2019-07-03,3.0,0
34,,2019-07-05,3.0,0
34,1338,2019-07-06,3.0,1
35,1706,2019-02-23,2.0,0
35,1416,2019-02-24,2.0,0
35,1727,2019-02-27,2.0,0
35,1518,2019-03-01,2.0,0
35,1288,2019-03-02,2.0,0
35,1264,2019-03-03,2.0,0
35,1273,2019-03-04,2.0,0
35,1713,2019-03-08,2.0,0
35,1163,2019-03-17,2.0,0
35,1366,2019-03-26,2.0,0
35,1252,2019-03-28,2.0,0
35,1661,2019-03-30,2.0,0
35,1402,2019-03-31,2.0,0
35,1347,2019-04-05,2.0,1
36,1552,2019-01-23,2.0,0
36,1411,2019-02-13,2.0,0
36,1176,2019-03-06,2.0,0
36,1316,2019-03-08,2.0,0
36,1523,2019-03-09,2.0,0
36,1281,2019-03-22,2.0,0
36,1741,2019-03-25,2.0,0
36,1365,2019-03-26,2.0,0
36,1643,2019-03-29,2.0,0
36,1395,2019-04-04,2.0,0
36,1706,2019-04-07,2.0,0
36,1376,2019-04-07,2.0,0
36,1263,2019-04-07,2.0,0
36,1619,2019-04-08,2.0,0
36,1423,2019-04-09,2.0,0
36,1417,2019-04-21,2.0,0
36,1603,2019-04-23,2.0,0
36,1178,2019-05-04,2.0,0
36,,2019-05-14,2.0,0
36,1085,2019-05-22,2.0,0
36,1280,2019-06-05,2.0,0
36,1382,2019-06-10,2.0,0
36,1757,2019-06-13,2.0,0
36,1726,2019-06-16,2.0,0
36,1619,2019-06-27,2.0,0
36,1444,2019-07-06,2.0,0
36,1756,2019-07-13,2.0,1
37,1734,2019-03-07,2.0,0
37,1375,2019-03-10,2.0,0
37,1211,2019-03-15,2.0,0
37,1630,2019-03-23,2.0,0
37,1399,2019-03-25,2.0,0
37,1450,2019-04-11,2.0,0
37,1305,2019-04-14,2.0,0
37,1658,2019-05-07,2.0,0
37,1102,2019-05-11,2.0,0
37,1613,2019-05-11,2.0,0
37,1491,2019-05-18,2.0,0
37,1330,2019-05-21,2.0,0
37,1180,2019-06-05,2.0,0
37,1265,2019-06-20,2.0,0
37,1705,2019-07-01,2.0,0
37,1511,2019-07-04,2.0,0
37,1554,2019-07-06,2.0,0
37,1244,2019-07-08,2.0,0
37,1580,2019-07-13,2.0,0
37,1217,2019-07-14,2.0,0
37,1162,2019-07-15,2.0,0
37,1465,2019-07-24,2.0,0
37,1333,2019-07-25,2.0,0
38,1172,2019-06-11,1.0,0
38,1775,2019-06-13,1.0,0
38,1225,2019-06-20,1.0,0
38,1525,2019-06-27,1.0,0
38,1092,2019-06-30,1.0,0
38,1758,2019-07-02,1.0,0
38,1737,2019-07-03,1.0,0
38,1101,2019-07-05,1.0,0
38,1234,2019-07-10,1.0,0
38,1352,2019-07-15,1.0,0
38,1281,2019-07-29,1.0,0
38,1125,2019-08-09,1.0,0
38,1205,2019-08-16,1.0,0
38,1403,2019-08-18,1.0,0
38,1441,2019-08-20,1.0,0
38,1758,2019-08-23,1.0,0
38,1182,2019-08-23,1.0,0
38,1158,2019-08-26,1.0,0
38,1483,2019-08-26,1.0,0
38,1660,2019-08-30,1.0,0
38,1224,2019-09-03,1.0,0
39,1648,2019-05-13,1.0,0
39,1329,2019-05-24,1.0,0
39,1382,2019-05-25,1.0,0
39,1473,2019-06-02,1.0,0
39,1614,2019-06-04,1.0,0
39,1666,2019-06-05,1.0,0
39,1514,2019-06-08,1.0,0
39,1079,2019-06-14,1.0,0
39,1519,2019-06-16,1.0,0
39,1458,2019-06-17,1.0,0
39,1077,2019-07-04,1.0,0
39,1682,2019-07-11,1.0,0
39,,2019-07-11,1.0,0
39,1408,2019-07-17,1.0,0
39,1077,2019-07-18,1.0,0
39,1481,2019-07-19,1.0,0
39,,2019-07-20,1.0,0
39,1432,2019-07-26,1.0,0
39,1084,2019-08-08,1.0,0
39,1356,2019-08-16,1.0,0
39,1051,2019-08-17,1.0,0
39,1272,2019-08-25,1.0,1
40,1548,2019-09-01,1.0,0
40,1270,2019-09-01,1.0,0
40,1768,2019-09-01,1.0,0
40,1126,2019-09-01,1.0,0
40,1587,2019-09-02,1.0,0
40,1460,2019-09-02,1.0,0
41,1180,2018-05-07,3.0,0
41,1580,2018-05-10,3.0,0
41,1650,2018-05-13,3.0,0
41,1540,2018-05-22,3.0,0
41,1187,2018-05-30,3.0,0
41,1355,2018-06-12,3.0,0
41,1593,2018-06-13,3.0,0
41,1393,2018-06-15,3.0,0
41,1104,2018-06-25,3.0,0
41,1299,2018-06-27,3.0,0
41,1562,2018-06-30,3.0,0
41,1654,2018-07-05,3.0,0
41,1774,2018-07-06,3.0,0
41,1282,2018-07-07,3.0,0
41,1275,2018-07-14,3.0,0
41,1540,2018-07-15,3.0,0
41,1506,2018-07-21,3.0,0
41,1423,2018-07-28,3.0,0
41,1592,2018-07-29,3.0,0
42,1564,2019-05-24,3.0,0
42,1744,2019-05-29,3.0,0
42,1503,2019-06-02,3.0,0
42,1104,2019-06-12,3.0,0
42,1268,2019-06-14,3.0,0
42,1758,2019-06-14,3.0,0
